ID,Dex,Time,Taker,Taker Address,Taker Amount,Taker Token,Maker,Maker Address,Maker Amount,Maker Token,Tx,Create TS
6,Uniswap,2h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"18,641",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10,WETH,,2021-06-29 18:47:09
7,Uniswap,3h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,14,WETH,🏦 🤖 Uniswap v3 Pool: USDC-WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"30,814",USDC,,2021-06-29 18:47:09
8,SushiSwap,3h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,8.89,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,60,COMP,,2021-06-29 18:47:09
9,Uniswap,4h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"22,144",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,12,WETH,,2021-06-29 18:47:09
10,Uniswap,4h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.3101,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.73,WETH,,2021-06-29 18:47:09
11,SushiSwap,5h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"134,581",DAI,🏦 🤖 Sushiswap Pool: DAI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,61,WETH,,2021-06-29 18:47:09
12,Uniswap,5h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"34,202",USDC,🏦 🤖 Uniswap v3 Pool: USDC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,15,WETH,,2021-06-29 18:47:09
13,Uniswap,5h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.94,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"12,392",MATIC,,2021-06-29 18:47:09
14,Uniswap,6h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.25,WETH,🏦 🤖 Uniswap v2 Pool: RAMP-WETH,0x33d0568941c0c64ff7e0fb4fba0b11bd37deed9f,"65,847",RAMP,,2021-06-29 18:47:09
15,Uniswap,7h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,12,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"21,896",MATIC,,2021-06-29 18:47:09
16,Uniswap,8h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"49,986",USDC,🏦 🤖 Uniswap v2 Pool: USDC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,23,WETH,,2021-06-29 18:47:09
17,Uniswap,8h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.75,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"12,566",MATIC,,2021-06-29 18:47:09
18,Uniswap,9h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,49,WETH,🏦 🤖 Uniswap v2 Pool: USDC-WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"105,167",USDC,,2021-06-29 18:47:09
19,Uniswap,9h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.12,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"11,436",MATIC,,2021-06-29 18:47:09
20,Uniswap,10h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.4628,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7.05,WETH,,2021-06-29 18:47:09
21,Uniswap,11h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,15,WETH,🏦 🤖 Uniswap v3 Pool: USDC-WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"30,953",USDC,,2021-06-29 18:47:09
22,Uniswap,11h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,7.29,WETH,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,.4779,YFI,,2021-06-29 18:47:09
23,SushiSwap,11h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.8,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,45,COMP,,2021-06-29 18:47:09
24,SushiSwap,11h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,7.12,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,48,COMP,,2021-06-29 18:47:09
25,Uniswap,11h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,4.79,WETH,🏦 🤖 Uniswap v2 Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,32,COMP,,2021-06-29 18:47:09
26,Uniswap,11h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"11,836",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6.3,WETH,,2021-06-29 18:47:09
27,Uniswap,12h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,7.87,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"14,652",MATIC,,2021-06-29 18:47:09
28,Uniswap,14h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,48,WETH,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,"101,372",USDT,,2021-06-29 18:47:09
0,SushiSwap,1h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,35,COMP,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.9,WETH,,2021-06-29 19:17:50
1,SushiSwap,1h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,44,COMP,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6.21,WETH,,2021-06-29 19:17:50
2,Uniswap,1h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"22,213",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,12,WETH,,2021-06-29 19:17:50
3,SushiSwap,1h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"3,174",SRM,🏦 🤖 Sushiswap Pool: SRM-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.72,WETH,,2021-06-29 19:17:50
4,SushiSwap,2h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,36,COMP,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.23,WETH,,2021-06-29 19:17:50
5,Uniswap,3h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"12,050",USDC,🏦 🤖 Uniswap v3 Pool: USDC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.41,WETH,,2021-06-29 19:17:50
6,Uniswap,3h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"18,641",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10,WETH,,2021-06-29 19:17:50
7,Uniswap,4h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,14,WETH,🏦 🤖 Uniswap v3 Pool: USDC-WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"30,814",USDC,,2021-06-29 19:17:50
8,SushiSwap,4h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,8.89,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,60,COMP,,2021-06-29 19:17:50
9,Uniswap,4h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"22,144",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,12,WETH,,2021-06-29 19:17:50
10,Uniswap,4h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.3101,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.73,WETH,,2021-06-29 19:17:50
11,SushiSwap,6h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"134,581",DAI,🏦 🤖 Sushiswap Pool: DAI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,61,WETH,,2021-06-29 19:17:50
12,Uniswap,6h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"34,202",USDC,🏦 🤖 Uniswap v3 Pool: USDC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,15,WETH,,2021-06-29 19:17:50
13,Uniswap,6h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.94,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"12,392",MATIC,,2021-06-29 19:17:50
14,Uniswap,6h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.25,WETH,🏦 🤖 Uniswap v2 Pool: RAMP-WETH,0x33d0568941c0c64ff7e0fb4fba0b11bd37deed9f,"65,847",RAMP,,2021-06-29 19:17:50
15,Uniswap,7h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,12,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"21,896",MATIC,,2021-06-29 19:17:50
16,Uniswap,8h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"49,986",USDC,🏦 🤖 Uniswap v2 Pool: USDC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,23,WETH,,2021-06-29 19:17:50
17,Uniswap,9h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.75,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"12,566",MATIC,,2021-06-29 19:17:50
18,Uniswap,9h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,49,WETH,🏦 🤖 Uniswap v2 Pool: USDC-WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"105,167",USDC,,2021-06-29 19:17:50
19,Uniswap,9h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.12,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"11,436",MATIC,,2021-06-29 19:17:50
20,Uniswap,10h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.4628,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7.05,WETH,,2021-06-29 19:17:50
21,Uniswap,11h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,15,WETH,🏦 🤖 Uniswap v3 Pool: USDC-WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"30,953",USDC,,2021-06-29 19:17:50
22,Uniswap,12h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,7.29,WETH,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,.4779,YFI,,2021-06-29 19:17:50
23,SushiSwap,12h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.8,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,45,COMP,,2021-06-29 19:17:50
24,SushiSwap,12h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,7.12,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,48,COMP,,2021-06-29 19:17:50
25,Uniswap,12h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,4.79,WETH,🏦 🤖 Uniswap v2 Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,32,COMP,,2021-06-29 19:17:50
26,Uniswap,12h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"11,836",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6.3,WETH,,2021-06-29 19:17:50
27,Uniswap,13h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,7.87,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"14,652",MATIC,,2021-06-29 19:17:50
28,Uniswap,14h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,48,WETH,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,"101,372",USDT,,2021-06-29 19:17:50
0,Uniswap,41m ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"49,751",USDC,🏦 🤖 Uniswap v2 Pool: USDC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,22,WETH,,2021-06-29 19:48:31
1,SushiSwap,45m ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,36,COMP,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.02,WETH,,2021-06-29 19:48:31
2,Uniswap,48m ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,33,COMP,🏦 🤖 Uniswap v2 Pool: COMP-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.68,WETH,,2021-06-29 19:48:31
3,Uniswap,49m ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"31,248",USDC,🏦 🤖 Uniswap v3 Pool: USDC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,14,WETH,,2021-06-29 19:48:31
4,0x,1h ago,Dex Trader,0x209f045ec63fd2befe0396a61a98712499d24d97,"3,496",DAI,🤓 🤖 Wintermute,0xdac17f958d2ee523a2206206994597c13d831ec7,"3,497",USDT,,2021-06-29 19:48:31
5,SushiSwap,2h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,35,COMP,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.9,WETH,,2021-06-29 19:48:31
6,SushiSwap,2h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,44,COMP,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6.21,WETH,,2021-06-29 19:48:31
7,Uniswap,2h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"22,213",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,12,WETH,,2021-06-29 19:48:31
8,SushiSwap,2h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"3,174",SRM,🏦 🤖 Sushiswap Pool: SRM-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.72,WETH,,2021-06-29 19:48:31
9,SushiSwap,2h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,36,COMP,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.23,WETH,,2021-06-29 19:48:31
10,Uniswap,3h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"12,050",USDC,🏦 🤖 Uniswap v3 Pool: USDC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.41,WETH,,2021-06-29 19:48:31
11,Uniswap,3h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"18,641",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10,WETH,,2021-06-29 19:48:31
12,Uniswap,4h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,14,WETH,🏦 🤖 Uniswap v3 Pool: USDC-WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"30,814",USDC,,2021-06-29 19:48:31
13,SushiSwap,4h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,8.89,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,60,COMP,,2021-06-29 19:48:31
14,Uniswap,5h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"22,144",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,12,WETH,,2021-06-29 19:48:31
15,Uniswap,5h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.3101,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.73,WETH,,2021-06-29 19:48:31
16,SushiSwap,6h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"134,581",DAI,🏦 🤖 Sushiswap Pool: DAI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,61,WETH,,2021-06-29 19:48:31
17,Uniswap,6h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"34,202",USDC,🏦 🤖 Uniswap v3 Pool: USDC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,15,WETH,,2021-06-29 19:48:31
18,Uniswap,6h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.94,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"12,392",MATIC,,2021-06-29 19:48:31
19,Uniswap,7h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.25,WETH,🏦 🤖 Uniswap v2 Pool: RAMP-WETH,0x33d0568941c0c64ff7e0fb4fba0b11bd37deed9f,"65,847",RAMP,,2021-06-29 19:48:31
20,Uniswap,8h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,12,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"21,896",MATIC,,2021-06-29 19:48:31
21,Uniswap,9h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"49,986",USDC,🏦 🤖 Uniswap v2 Pool: USDC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,23,WETH,,2021-06-29 19:48:31
22,Uniswap,9h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.75,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"12,566",MATIC,,2021-06-29 19:48:31
23,Uniswap,10h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,49,WETH,🏦 🤖 Uniswap v2 Pool: USDC-WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"105,167",USDC,,2021-06-29 19:48:31
24,Uniswap,10h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.12,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"11,436",MATIC,,2021-06-29 19:48:31
25,Uniswap,11h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.4628,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7.05,WETH,,2021-06-29 19:48:31
26,Uniswap,12h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,15,WETH,🏦 🤖 Uniswap v3 Pool: USDC-WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"30,953",USDC,,2021-06-29 19:48:31
27,Uniswap,12h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,7.29,WETH,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,.4779,YFI,,2021-06-29 19:48:31
28,SushiSwap,12h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.8,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,45,COMP,,2021-06-29 19:48:31
0,Uniswap,1h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"49,751",USDC,🏦 🤖 Uniswap v2 Pool: USDC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,22,WETH,,2021-06-29 20:19:23
1,SushiSwap,1h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,36,COMP,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.02,WETH,,2021-06-29 20:19:23
2,Uniswap,1h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,33,COMP,🏦 🤖 Uniswap v2 Pool: COMP-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.68,WETH,,2021-06-29 20:19:23
3,Uniswap,1h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"31,248",USDC,🏦 🤖 Uniswap v3 Pool: USDC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,14,WETH,,2021-06-29 20:19:23
4,0x,2h ago,Dex Trader,0x209f045ec63fd2befe0396a61a98712499d24d97,"3,496",DAI,🤓 🤖 Wintermute,0xdac17f958d2ee523a2206206994597c13d831ec7,"3,497",USDT,,2021-06-29 20:19:23
5,SushiSwap,2h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,35,COMP,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.9,WETH,,2021-06-29 20:19:23
6,SushiSwap,2h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,44,COMP,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6.21,WETH,,2021-06-29 20:19:23
7,Uniswap,2h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"22,213",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,12,WETH,,2021-06-29 20:19:23
8,SushiSwap,2h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"3,174",SRM,🏦 🤖 Sushiswap Pool: SRM-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.72,WETH,,2021-06-29 20:19:23
9,SushiSwap,3h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,36,COMP,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.23,WETH,,2021-06-29 20:19:23
10,Uniswap,4h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"12,050",USDC,🏦 🤖 Uniswap v3 Pool: USDC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.41,WETH,,2021-06-29 20:19:23
11,Uniswap,4h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"18,641",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10,WETH,,2021-06-29 20:19:23
